id,userID,teamID
1,292,535
2,198,446
3,379,171
4,461,535
5,19,914
6,100,649
7,28,176
8,659,103
9,671,296
10,160,622
11,680,860
12,634,622
13,689,495
14,623,42
15,115,209
16,982,412
17,320,511
18,169,566
19,5,936
20,153,633
21,507,897
22,583,913
23,312,869
24,3,116
25,486,532
26,18,292
27,899,2
28,872,613
29,292,524
30,217,593
31,438,138
32,466,921
33,589,693
34,811,5
35,749,776
36,512,362
37,823,290
38,647,405
39,337,557
40,506,485
41,767,355
42,406,325
43,332,308
44,930,927
45,240,304
46,874,237
47,686,751
48,645,226
49,139,484
50,5,891
51,789,107
52,303,655
53,900,85
54,340,264
55,58,724
56,321,132
57,828,854
58,815,716
59,427,501
60,344,70
61,531,90
62,543,371
63,79,227
64,397,854
65,321,238
66,789,500
67,897,429
68,529,507
69,164,478
70,568,942
71,821,875
72,5,577
73,665,98
74,357,666
75,341,408
76,246,877
77,568,112
78,424,83
79,527,622
80,708,447
81,956,873
82,715,501
83,840,437
84,5,33
85,412,300
86,735,33
87,604,281
88,511,947
89,157,862
90,882,490
91,206,124
92,449,86
93,378,750
94,228,744
95,883,839
96,286,145
97,359,492
98,357,489
99,501,182
100,240,539
101,408,361
102,205,36
103,793,301
104,633,58
105,997,175
106,477,829
107,345,632
108,517,892
109,506,941
110,586,134
111,470,974
112,31,527
113,206,635
114,927,969
115,355,772
116,790,990
117,578,91
118,112,872
119,965,296
120,685,341
121,584,314
122,495,182
123,892,740
124,618,417
125,261,531
126,26,823
127,977,510
128,121,15
129,13,75
130,387,146
131,70,539
132,409,779
133,924,949
134,231,168
135,176,609
136,814,299
137,804,704
138,723,45
139,484,602
140,613,19
141,873,753
142,944,112
143,483,820
144,281,326
145,809,40
146,852,647
147,646,803
148,219,390
149,57,238
150,882,996
151,538,134
152,76,50
153,119,368
154,537,585
155,222,496
156,938,482
157,510,487
158,867,162
159,333,99
160,810,762
161,750,92
162,340,160
163,480,185
164,823,114
165,361,493
166,771,907
167,192,804
168,214,266
169,526,798
170,937,387
171,765,438
172,645,300
173,747,299
174,158,846
175,47,101
176,736,575
177,924,612
178,576,836
179,798,221
180,62,773
181,418,910
182,709,531
183,340,771
184,110,792
185,703,910
186,247,395
187,39,735
188,857,449
189,16,56
190,621,223
191,924,357
192,690,194
193,244,915
194,745,930
195,119,527
196,719,718
197,518,534
198,686,997
199,727,174
200,362,998
201,714,925
202,282,84
203,16,857
204,683,731
205,126,125
206,938,826
207,838,49
208,654,6
209,583,152
210,954,367
211,819,233
212,381,671
213,377,836
214,946,815
215,978,462
216,964,157
217,968,697
218,881,267
219,829,522
220,2,985
221,681,59
222,154,973
223,623,915
224,502,170
225,571,120
226,851,789
227,989,148
228,317,257
229,506,836
230,171,754
231,54,962
232,500,186
233,870,284
234,287,266
235,189,817
236,449,237
237,453,427
238,508,539
239,716,47
240,398,823
241,79,996
242,91,472
243,279,131
244,793,976
245,896,647
246,754,31
247,708,600
248,623,64
249,328,540
250,205,329
251,329,645
252,351,286
253,999,760
254,753,885
255,542,826
256,569,630
257,413,517
258,140,685
259,353,315
260,81,451
261,539,734
262,677,108
263,960,491
264,835,766
265,308,29
266,21,324
267,133,832
268,789,596
269,890,297
270,564,247
271,488,458
272,210,611
273,936,215
274,872,648
275,749,430
276,332,377
277,363,720
278,178,853
279,757,728
280,519,490
281,452,606
282,821,60
283,397,379
284,915,582
285,587,631
286,389,353
287,987,460
288,777,666
289,167,747
290,168,115
291,165,675
292,430,863
293,298,498
294,181,101
295,170,129
296,883,252
297,59,564
298,169,44
299,168,494
300,771,317
301,841,511
302,818,885
303,21,929
304,81,997
305,899,202
306,581,207
307,15,857
308,706,128
309,29,517
310,823,182
311,428,213
312,938,872
313,227,993
314,203,185
315,777,925
316,863,929
317,685,544
318,361,578
319,88,942
320,932,691
321,446,803
322,84,318
323,597,54
324,231,833
325,345,889
326,749,996
327,704,57
328,723,328
329,708,558
330,889,964
331,322,215
332,664,930
333,5,935
334,907,130
335,760,256
336,428,87
337,108,826
338,941,875
339,224,643
340,910,977
341,21,944
342,256,498
343,766,331
344,337,113
345,396,534
346,501,201
347,471,252
348,272,953
349,838,842
350,571,836
351,98,127
352,280,192
353,110,818
354,451,128
355,836,167
356,766,307
357,223,833
358,896,710
359,489,252
360,987,398
361,480,128
362,336,798
363,431,63
364,703,701
365,519,726
366,134,250
367,296,924
368,511,294
369,440,763
370,259,253
371,804,252
372,926,774
373,356,174
374,758,401
375,626,672
376,448,195
377,680,57
378,231,675
379,434,370
380,271,91
381,830,694
382,534,672
383,422,737
384,263,400
385,593,415
386,551,503
387,435,665
388,678,95
389,809,967
390,829,438
