id,userId,teamId
1,437,702
2,18,659
3,266,626
4,802,458
5,590,810
6,496,207
7,988,887
8,264,985
9,473,586
10,239,685
11,931,993
12,560,225
13,797,668
14,25,291
15,709,447
16,377,126
17,25,960
18,516,194
19,424,494
20,654,586
21,816,261
22,901,101
23,524,860
24,179,628
25,334,60
26,708,875
27,848,141
28,128,423
29,498,427
30,728,284
31,952,46
32,570,774
33,455,182
34,684,847
35,343,953
36,233,743
37,270,621
38,465,910
39,882,470
40,202,592
41,569,169
42,655,383
43,646,272
44,828,48
45,499,455
46,916,624
47,648,81
48,877,935
49,904,1000
50,851,432
51,168,962
52,897,65
53,900,163
54,799,471
55,341,32
56,93,734
57,479,462
58,404,794
59,623,201
60,447,214
61,133,484
62,510,634
63,740,866
64,863,778
65,261,739
66,717,505
67,514,58
68,10,434
69,324,523
70,294,283
71,325,832
72,849,944
73,404,99
74,766,750
75,150,119
76,70,273
77,124,492
78,523,366
79,791,669
80,879,616
81,38,758
82,349,781
83,13,359
84,911,95
85,227,843
86,390,415
87,683,783
88,246,697
89,624,763
90,927,959
91,482,299
92,985,781
93,4,705
94,485,71
95,707,332
96,865,805
97,390,942
98,557,579
99,373,816
100,927,127
101,196,594
102,674,149
103,560,37
104,679,188
105,83,651
106,168,721
107,736,542
108,545,409
109,642,79
110,820,385
111,581,296
112,320,641
113,908,730
114,883,292
115,55,828
116,722,26
117,368,154
118,257,933
119,978,169
120,163,901
121,603,543
122,56,189
123,201,871
124,782,196
125,325,378
126,757,16
127,382,310
128,14,633
129,276,357
130,13,490
131,764,413
132,279,462
133,569,122
134,958,898
135,971,323
136,398,374
137,862,25
138,496,60
139,635,474
140,646,205
141,810,882
142,202,178
143,519,153
144,103,4
145,264,649
146,357,636
147,465,520
148,659,149
149,12,777
150,740,988
151,737,500
152,284,744
153,975,344
154,590,793
155,28,790
156,960,326
157,643,894
158,584,17
159,198,789
160,444,62
161,917,220
162,344,265
163,554,263
164,563,383
165,621,731
166,939,760
167,600,436
168,932,596
169,647,924
170,653,917
171,650,135
172,920,312
173,201,380
174,580,545
175,394,37
176,88,760
177,222,113
178,175,321
179,651,517
180,381,21
181,477,878
182,306,97
183,551,405
184,535,459
185,456,502
186,261,354
187,658,135
188,764,172
189,914,981
190,424,550
191,930,213
192,100,78
193,177,930
194,634,243
195,411,35
196,303,173
197,216,970
198,659,378
199,551,432
200,454,370
201,367,524
202,331,761
203,639,87
204,154,709
205,315,397
206,880,362
207,484,733
208,56,288
209,30,155
210,370,661
211,458,862
212,437,4
213,899,30
214,581,391
215,303,383
216,442,506
217,474,425
218,59,124
219,113,2
220,701,866
221,327,486
222,550,152
223,533,232
224,493,942
225,61,46
226,550,618
227,241,48
228,337,892
229,333,342
230,378,471
231,556,363
232,547,556
233,757,17
234,71,11
235,316,924
236,801,212
237,187,231
238,860,809
239,706,1
240,532,813
241,300,537
242,480,553
243,424,685
244,764,390
245,476,734
246,926,99
247,562,53
248,566,937
249,377,545
250,894,842
251,924,625
252,310,838
253,830,719
254,261,788
255,42,146
256,352,425
257,661,979
258,70,109
259,722,12
260,139,491
261,384,88
262,976,126
263,199,880
264,975,243
265,512,337
266,475,845
267,68,294
268,566,596
269,244,463
270,959,228
271,984,593
272,892,128
273,238,27
274,561,666
275,35,489
276,224,522
277,471,438
278,806,80
279,588,165
280,99,118
281,95,801
282,455,353
283,443,786
284,874,357
285,616,85
286,384,599
287,284,430
288,543,297
289,456,387
290,611,441
291,456,218
292,543,539
293,789,778
294,790,615
295,232,399
296,59,816
297,278,623
298,209,394
299,439,805
300,667,988
301,399,622
302,248,127
303,12,858
304,33,793
305,797,637
306,945,184
307,41,278
308,279,319
309,366,565
310,461,48
311,530,115
312,780,11
313,518,355
314,204,989
315,673,244
316,793,99
317,994,513
318,387,76
319,563,937
320,810,612
321,753,306
322,721,393
323,542,873
324,536,945
325,376,403
326,325,877
327,783,834
328,870,323
329,836,988
330,528,621
331,550,125
332,672,733
333,136,309
334,36,627
335,263,852
336,894,560
337,143,955
338,392,551
339,687,711
340,328,868
341,265,245
342,239,606
343,382,720
344,54,202
345,66,348
346,440,857
347,427,76
348,429,68
349,130,404
350,1,587
351,60,101
352,506,343
353,815,906
354,347,754
355,996,332
356,492,880
357,962,910
358,41,490
359,35,304
360,989,254
361,121,275
362,537,58
363,876,375
364,202,261
365,897,453
366,691,162
367,500,97
368,526,140
369,680,768
370,508,537
371,105,750
372,174,916
373,763,172
374,76,59
375,366,553
376,298,295
377,745,469
378,124,475
379,173,517
380,834,594
381,880,754
382,689,476
383,407,705
384,16,302
385,955,460
386,1,245
387,102,180
388,528,193
389,864,474
390,309,548
391,259,459
392,803,325
393,446,568
394,533,375
395,550,429
396,676,62
397,786,509
398,400,535
399,502,81
400,837,802
401,70,977
402,414,683
403,859,831
404,901,622
405,832,952
406,530,194
407,810,7
408,607,968
409,582,791
410,264,983
411,566,199
412,429,864
413,262,611
414,387,657
415,931,765
416,781,953
417,434,350
418,75,261
419,864,981
420,554,273
421,761,876
422,123,709
423,209,970
424,696,799
425,951,482
426,796,575
427,497,755
428,572,538
429,65,231
430,536,177
431,711,755
432,992,941
433,322,84
434,64,788
435,514,311
436,605,13
437,440,346
438,320,320
439,190,941
440,735,56
441,425,520
442,436,551
443,64,219
444,43,166
445,211,36
446,291,578
447,547,256
448,834,899
449,470,481
450,248,289
451,57,681
452,448,866
453,941,901
454,111,262
455,549,421
456,852,540
457,95,780
458,40,304
459,115,496
460,316,460
461,701,597
462,643,493
463,283,563
464,887,968
465,987,698
466,651,880
467,517,271
468,192,623
469,139,588
470,292,304
471,6,317
472,263,187
473,420,13
474,489,878
475,739,640
476,212,152
477,27,487
478,456,684
479,105,789
480,867,234
481,255,929
482,562,357
483,277,278
484,946,74
485,824,549
486,979,135
487,82,486
488,147,297
489,654,595
490,980,608
491,870,165
492,992,676
493,856,769
494,190,231
495,846,298
496,719,229
497,912,688
498,615,730
499,575,962
500,657,561
501,735,363
502,533,647
503,599,496
504,268,901
505,515,637
506,179,474
507,22,714
508,611,139
509,232,811
510,408,737
511,31,840
512,561,507
513,937,498
514,628,926
515,678,436
516,34,713
517,61,765
518,562,725
519,999,191
520,432,340
521,640,142
522,123,179
523,829,900
524,33,895
525,489,839
526,723,47
527,903,712
528,276,371
529,719,640
530,866,909
531,20,660
532,511,985
533,7,369
534,552,819
535,464,973
536,509,615
537,911,555
538,394,229
539,102,617
540,546,711
541,519,379
542,375,768
543,532,322
544,880,81
545,681,425
546,991,692
547,850,702
548,818,432
549,785,846
550,904,876
551,235,565
552,197,512
553,417,28
554,605,619
555,156,553
556,594,220
557,154,238
558,322,279
559,120,690
560,177,476
561,269,253
562,260,978
563,908,756
564,964,791
565,858,642
566,514,371
567,690,206
568,217,611
569,770,956
570,151,499
571,226,463
572,620,5
